Absolute Frequency,Frequency change,Thickness[nm],Timestamp
0.8973159851098684,-3999999.102684015,-79999982.0536803,2024-10-30 21:37:15.439874
0.4171076998350155,-3999999.5828923,-79999991.657846,2024-10-30 21:37:15.548955
-0.24289880353945115,-4000000.2428988037,-80000004.85797606,2024-10-30 21:37:15.658089
-0.8570717519717167,-4000000.857071752,-80000017.14143504,2024-10-30 21:37:15.769117
-0.9881662920842388,-4000000.988166292,-80000019.76332584,2024-10-30 21:37:15.877742
-0.6700324406176235,-4000000.6700324407,-80000013.4006488,2024-10-30 21:37:15.991410
-0.05194171286551523,-4000000.051941713,-80000001.03883426,2024-10-30 21:37:16.096549
0.5902011501132683,-3999999.40979885,-79999988.19597699,2024-10-30 21:37:16.205111
0.938226899593916,-3999999.0617731004,-79999981.23546201,2024-10-30 21:37:16.314857
0.91219958232337,-3999999.0878004176,-79999981.75600834,2024-10-30 21:37:16.426772
0.5376691784741487,-3999999.4623308214,-79999989.24661642,2024-10-30 21:37:16.535921
-0.19887510050428447,-4000000.1988751004,-80000003.977502,2024-10-30 21:37:16.643871
-0.7638404532896917,-4000000.7638404532,-80000015.27680907,2024-10-30 21:37:16.753614
-0.9934928425992146,-4000000.9934928427,-80000019.86985685,2024-10-30 21:37:16.861512
-0.8432034076844651,-4000000.8432034077,-80000016.86406815,2024-10-30 21:37:16.971540
-0.225483819441503,-4000000.2254838194,-80000004.50967638,2024-10-30 21:37:17.083423
0.4429849586848241,-3999999.5570150414,-79999991.14030083,2024-10-30 21:37:17.192294
0.9123284375521562,-3999999.0876715626,-79999981.75343125,2024-10-30 21:37:17.301779
0.9366592363104845,-3999999.0633407636,-79999981.26681526,2024-10-30 21:37:17.409183
0.5157143861686764,-3999999.484285614,-79999989.68571228,2024-10-30 21:37:17.521272
-0.1404906430596942,-4000000.140490643,-80000002.80981286,2024-10-30 21:37:17.626185
-0.7403109641345678,-4000000.740310964,-80000014.80621928,2024-10-30 21:37:17.737672
-0.988106244732984,-4000000.9881062447,-80000019.7621249,2024-10-30 21:37:17.844983
-0.8639125047450824,-4000000.8639125046,-80000017.27825008,2024-10-30 21:37:17.955045
-0.26270691121971784,-4000000.262706911,-80000005.25413822,2024-10-30 21:37:18.066745
0.3999839503393772,-3999999.6000160496,-79999992.00032099,2024-10-30 21:37:18.176075
0.8388295209192465,-3999999.161170479,-79999983.22340958,2024-10-30 21:37:18.285045
0.9945605145743749,-3999999.0054394854,-79999980.1087897,2024-10-30 21:37:18.392880
0.7044153868686707,-3999999.295584613,-79999985.91169226,2024-10-30 21:37:18.506242
0.005329958790348623,-3999999.9946700414,-79999999.89340082,2024-10-30 21:37:18.611762
-0.5504742312569654,-4000000.550474231,-80000011.00948462,2024-10-30 21:37:18.723827
-0.979311687770802,-4000000.979311688,-80000019.58623375,2024-10-30 21:37:18.830398
-0.9286995270665157,-4000000.928699527,-80000018.57399054,2024-10-30 21:37:18.940972
-0.5011407838532927,-4000000.501140784,-80000010.02281567,2024-10-30 21:37:19.048365
0.2470642250622952,-3999999.752935775,-79999995.05871549,2024-10-30 21:37:19.159544
0.8530208081478898,-3999999.146979192,-79999982.93958384,2024-10-30 21:37:19.271709
0.9997228056105519,-3999999.000277194,-79999980.00554387,2024-10-30 21:37:19.377506
0.7638887928972916,-3999999.236111207,-79999984.72222413,2024-10-30 21:37:19.487384
0.19351210222777745,-3999999.806487898,-79999996.12975796,2024-10-30 21:37:19.596500
-0.5414428742627178,-4000000.5414428744,-80000010.82885748,2024-10-30 21:37:19.708168
-0.9168292558373552,-4000000.916829256,-80000018.33658512,2024-10-30 21:37:19.814530
-0.9318358930731675,-4000000.931835893,-80000018.63671786,2024-10-30 21:37:19.926335
-0.4961974860952677,-4000000.4961974863,-80000009.92394972,2024-10-30 21:37:20.035938
0.06574743236914518,-3999999.9342525676,-79999998.68505135,2024-10-30 21:37:20.143003
0.749948538499679,-3999999.2500514616,-79999985.00102922,2024-10-30 21:37:20.253869
0.9904121717130921,-3999999.009587828,-79999980.19175656,2024-10-30 21:37:20.361262
0.8502775747758913,-3999999.1497224253,-79999982.9944485,2024-10-30 21:37:20.471027
0.23083947873909835,-3999999.769160521,-79999995.38321042,2024-10-30 21:37:20.581833
-0.43713208549264826,-4000000.4371320857,-80000008.7426417,2024-10-30 21:37:20.689823
-0.9409729458931813,-4000000.940972946,-80000018.81945892,2024-10-30 21:37:20.801282
-0.9711223629393674,-4000000.971122363,-80000019.42244726,2024-10-30 21:37:20.910933
-0.6072727969705699,-4000000.607272797,-80000012.14545593,2024-10-30 21:37:21.020545
0.1294339871569948,-3999999.870566013,-79999997.41132025,2024-10-30 21:37:21.131566
0.651908301392978,-3999999.3480916987,-79999986.96183397,2024-10-30 21:37:21.238240
0.9828415162898475,-3999999.0171584836,-79999980.34316967,2024-10-30 21:37:21.346684
0.8812141094938717,-3999999.1187858903,-79999982.3757178,2024-10-30 21:37:21.457049
0.38259900691916976,-3999999.617400993,-79999992.34801985,2024-10-30 21:37:21.564442
-0.38622087970237806,-4000000.38622088,-80000007.7244176,2024-10-30 21:37:21.677229
-0.8339455868685751,-4000000.833945587,-80000016.67891173,2024-10-30 21:37:21.787467
-0.9949897112260832,-4000000.9949897113,-80000019.89979422,2024-10-30 21:37:21.895145
-0.6298337375012021,-4000000.6298337374,-80000012.59667474,2024-10-30 21:37:22.003834
0.0015939012375198033,-3999999.9984060987,-79999999.96812198,2024-10-30 21:37:22.114896
0.5552986702609135,-3999999.44470133,-79999988.89402659,2024-10-30 21:37:22.221504
0.954310496376688,-3999999.0456895037,-79999980.91379006,2024-10-30 21:37:22.332883
0.9310864608051836,-3999999.0689135394,-79999981.37827079,2024-10-30 21:37:22.440109
0.4088919254250852,-3999999.5911080744,-79999991.82216148,2024-10-30 21:37:22.551618
-0.2658377269280866,-4000000.265837727,-80000005.31675453,2024-10-30 21:37:22.661392
-0.7550737095029704,-4000000.7550737094,-80000015.10147418,2024-10-30 21:37:22.768230
-0.9985820537236432,-4000000.998582054,-80000019.97164108,2024-10-30 21:37:22.878269
-0.730086933372728,-4000000.7300869334,-80000014.60173866,2024-10-30 21:37:22.988760
-0.13945531331262548,-4000000.1394553133,-80000002.78910626,2024-10-30 21:37:23.097464
0.5972179136592889,-3999999.4027820863,-79999988.05564173,2024-10-30 21:37:23.209408
0.9649881450384337,-3999999.035011855,-79999980.7002371,2024-10-30 21:37:23.315062
0.9509871475108314,-3999999.0490128524,-79999980.98025705,2024-10-30 21:37:23.423800
0.4599442277821496,-3999999.5400557723,-79999990.80111544,2024-10-30 21:37:23.536870
-0.11615347690871992,-4000000.1161534768,-80000002.32306953,2024-10-30 21:37:23.645054
-0.7095536690660089,-4000000.709553669,-80000014.19107337,2024-10-30 21:37:23.753867
-0.9999976376481307,-4000000.9999976377,-80000019.99995275,2024-10-30 21:37:23.862569
-0.7770431296147623,-4000000.77704313,-80000015.54086259,2024-10-30 21:37:23.971928
-0.2962152748451807,-4000000.296215275,-80000005.9243055,2024-10-30 21:37:24.084860
0.36872166706469023,-3999999.631278333,-79999992.62556665,2024-10-30 21:37:24.194166
0.8772189812928184,-3999999.1227810187,-79999982.45562036,2024-10-30 21:37:24.299970
0.9628562516644497,-3999999.0371437483,-79999980.74287497,2024-10-30 21:37:24.409647
0.5771338535863514,-3999999.4228661465,-79999988.45732293,2024-10-30 21:37:24.520780
-0.06567269284353462,-4000000.065672693,-80000001.31345385,2024-10-30 21:37:24.629546
-0.7413835577063393,-4000000.7413835577,-80000014.82767116,2024-10-30 21:37:24.737153
-0.9895912126913644,-4000000.9895912125,-80000019.79182425,2024-10-30 21:37:24.846240
-0.8009530303815137,-4000000.8009530306,-80000016.01906061,2024-10-30 21:37:24.955407
-0.2462759311805345,-4000000.246275931,-80000004.92551862,2024-10-30 21:37:25.067250
0.42303487229816855,-3999999.5769651276,-79999991.53930254,2024-10-30 21:37:25.176020
0.8575352441407483,-3999999.142464756,-79999982.84929511,2024-10-30 21:37:25.284607
0.9907337229859423,-3999999.009266277,-79999980.18532553,2024-10-30 21:37:25.394234
0.6793136364914865,-3999999.3206863636,-79999986.41372727,2024-10-30 21:37:25.506409
-0.035844626639168556,-4000000.035844627,-80000000.71689253,2024-10-30 21:37:25.614440
-0.5794900889841375,-4000000.579490089,-80000011.58980177,2024-10-30 21:37:25.724150
-0.9671495827467647,-4000000.9671495827,-80000019.34299165,2024-10-30 21:37:25.832851
-0.9079639726607182,-4000000.9079639725,-80000018.15927945,2024-10-30 21:37:25.940095
-0.3575864189314396,-4000000.3575864187,-80000007.15172838,2024-10-30 21:37:26.051925
0.21920501459207126,-3999999.7807949856,-79999995.61589971,2024-10-30 21:37:26.159424
0.7860923788327864,-3999999.2139076213,-79999984.27815242,2024-10-30 21:37:26.272338
0.9928961174367659,-3999999.0071038827,-79999980.14207765,2024-10-30 21:37:26.379398
0.7629686394495274,-3999999.2370313606,-79999984.74062721,2024-10-30 21:37:26.489621
0.19430421394683242,-3999999.805695786,-79999996.11391571,2024-10-30 21:37:26.596685
-0.550996887478806,-4000000.5509968875,-80000011.01993774,2024-10-30 21:37:26.705564
-0.9507390109442003,-4000000.950739011,-80000019.01478022,2024-10-30 21:37:26.819687
-0.9642607079631341,-4000000.964260708,-80000019.28521416,2024-10-30 21:37:26.925337
-0.5784897672156755,-4000000.5784897674,-80000011.56979534,2024-10-30 21:37:27.035694
0.16829861132945131,-3999999.8317013886,-79999996.63402776,2024-10-30 21:37:27.142488
0.7536832324367522,-3999999.2463167678,-79999984.92633535,2024-10-30 21:37:27.254346
0.99910954565253,-3999999.0008904543,-79999980.01780908,2024-10-30 21:37:27.363321
0.7454822878824215,-3999999.254517712,-79999985.09035423,2024-10-30 21:37:27.472507
0.24352942560404345,-3999999.7564705745,-79999995.12941149,2024-10-30 21:37:27.580926
-0.4993767195784788,-4000000.4993767194,-80000009.98753439,2024-10-30 21:37:27.690447
-0.9338752316328,-4000000.9338752315,-80000018.67750463,2024-10-30 21:37:27.802982
-0.952578073782472,-4000000.952578074,-80000019.05156147,2024-10-30 21:37:27.909547
-0.633997167868296,-4000000.633997168,-80000012.67994335,2024-10-30 21:37:28.018704
0.08551821067709939,-3999999.9144817893,-79999998.28963578,2024-10-30 21:37:28.128889
0.6240029900927776,-3999999.3759970097,-79999987.51994018,2024-10-30 21:37:28.238529
0.9926697638784847,-3999999.007330236,-79999980.14660472,2024-10-30 21:37:28.348235
0.8484368639132168,-3999999.151563136,-79999983.03126271,2024-10-30 21:37:28.458505
0.22209362097320265,-3999999.777906379,-79999995.55812758,2024-10-30 21:37:28.567589
-0.35419994936275845,-4000000.354199949,-80000007.08399898,2024-10-30 21:37:28.673999
-0.9073194628728907,-4000000.907319463,-80000018.14638925,2024-10-30 21:37:28.784178
-0.9884488295923972,-4000000.9884488294,-80000019.76897658,2024-10-30 21:37:28.892875
-0.6650589703210059,-4000000.6650589705,-80000013.30117941,2024-10-30 21:37:29.002898
-0.04550785414739974,-4000000.0455078543,-80000000.91015708,2024-10-30 21:37:29.112239
0.6652815647888088,-3999999.334718435,-79999986.69436869,2024-10-30 21:37:29.221090
0.9679384778677849,-3999999.0320615224,-79999980.64123045,2024-10-30 21:37:29.330092
0.8737391256836111,-3999999.1262608743,-79999982.52521749,2024-10-30 21:37:29.442589
0.45992959584116416,-3999999.5400704043,-79999990.80140808,2024-10-30 21:37:29.553025
-0.20812249275039382,-4000000.208122493,-80000004.16244985,2024-10-30 21:37:29.659387
-0.8406077420204672,-4000000.840607742,-80000016.81215483,2024-10-30 21:37:29.770085
-0.9998299470049888,-4000000.999829947,-80000019.99659893,2024-10-30 21:37:29.882048
-0.7659729687737815,-4000000.7659729687,-80000015.31945936,2024-10-30 21:37:29.991116
-0.19017180169859402,-4000000.1901718015,-80000003.80343603,2024-10-30 21:37:30.097769
0.4772152806943788,-3999999.5227847192,-79999990.45569438,2024-10-30 21:37:30.207365
0.9552949831528947,-3999999.044705017,-79999980.89410034,2024-10-30 21:37:30.314036
0.9251692581695923,-3999999.0748307416,-79999981.49661483,2024-10-30 21:37:30.442299
0.4807303077020435,-3999999.5192696922,-79999990.38539384,2024-10-30 21:37:30.534010
-0.08040814349809988,-4000000.0804081433,-80000001.60816287,2024-10-30 21:37:30.644017
-0.7671052774006994,-4000000.7671052776,-80000015.34210555,2024-10-30 21:37:30.752862
-0.9999996919136311,-4000000.9999996917,-80000019.99999383,2024-10-30 21:37:30.861080
-0.8304178151756336,-4000000.830417815,-80000016.6083563,2024-10-30 21:37:30.971293
-0.29529942786416474,-4000000.295299428,-80000005.90598856,2024-10-30 21:37:31.082979
0.4568048221380259,-3999999.543195178,-79999990.86390355,2024-10-30 21:37:31.192785
0.8689401648443199,-3999999.131059835,-79999982.6211967,2024-10-30 21:37:31.300978
0.9675917541057275,-3999999.032408246,-79999980.64816491,2024-10-30 21:37:31.410331
0.5111830508211029,-3999999.488816949,-79999989.77633898,2024-10-30 21:37:31.519882
-0.05197163296123909,-4000000.051971633,-80000001.03943266,2024-10-30 21:37:31.627410
-0.7423789916893699,-4000000.7423789916,-80000014.84757982,2024-10-30 21:37:31.737795
-0.9890526282410436,-4000000.989052628,-80000019.78105256,2024-10-30 21:37:31.846748
-0.8108352497561587,-4000000.8108352497,-80000016.216705,2024-10-30 21:37:31.956247
-0.2564225282406473,-4000000.256422528,-80000005.12845056,2024-10-30 21:37:32.068159
0.3305040748007167,-3999999.6694959253,-79999993.3899185,2024-10-30 21:37:32.175539
0.9015868155407573,-3999999.0984131843,-79999981.96826369,2024-10-30 21:37:32.286232
0.968391445963606,-3999999.031608554,-79999980.63217108,2024-10-30 21:37:32.394859
0.6629307233261212,-3999999.3370692767,-79999986.74138553,2024-10-30 21:37:32.502987
0.04099103949348156,-3999999.9590089605,-79999999.18017921,2024-10-30 21:37:32.612594
-0.6587347799179442,-4000000.65873478,-80000013.1746956,2024-10-30 21:37:32.724322
-0.9847445920622889,-4000000.984744592,-80000019.69489184,2024-10-30 21:37:32.830743
-0.9192631090964296,-4000000.919263109,-80000018.38526218,2024-10-30 21:37:32.942852
-0.3677927011151559,-4000000.367792701,-80000007.35585402,2024-10-30 21:37:33.049421
0.3044112981877188,-3999999.695588702,-79999993.91177404,2024-10-30 21:37:33.161582
0.7721582535734436,-3999999.2278417465,-79999984.55683492,2024-10-30 21:37:33.272407
0.9965658139915915,-3999999.003434186,-79999980.06868371,2024-10-30 21:37:33.377216
0.7270702316399167,-3999999.2729297685,-79999985.45859537,2024-10-30 21:37:33.488593
-0.6075726773987807,-4000000.6075726775,-80000012.15145354,2024-10-30 21:37:33.708160
-0.9425236534901087,-4000000.9425236536,-80000018.85047306,2024-10-30 21:37:33.815370
-0.94029006687428,-4000000.940290067,-80000018.80580133,2024-10-30 21:37:33.924163
-0.5123503529223254,-4000000.512350353,-80000010.24700706,2024-10-30 21:37:34.034469
0.15105151189669547,-3999999.848948488,-79999996.97896975,2024-10-30 21:37:34.144207
0.8044657662301137,-3999999.195534234,-79999983.91068467,2024-10-30 21:37:34.257055
0.9986232974336675,-3999999.0013767025,-79999980.02753404,2024-10-30 21:37:34.361091
0.8008409025703341,-3999999.1991590974,-79999983.98318194,2024-10-30 21:37:34.471826
0.14163852247229083,-3999999.8583614775,-79999997.16722955,2024-10-30 21:37:34.579614
-0.5171754859242799,-4000000.517175486,-80000010.34350972,2024-10-30 21:37:34.689247
-0.904612805978696,-4000000.904612806,-80000018.09225611,2024-10-30 21:37:34.803477
-0.9693640810019266,-4000000.969364081,-80000019.38728161,2024-10-30 21:37:34.908458
-0.5961877046357157,-4000000.5961877047,-80000011.9237541,2024-10-30 21:37:35.018508
0.04334384459335266,-3999999.956656155,-79999999.1331231,2024-10-30 21:37:35.127619
0.6628813739147991,-3999999.337118626,-79999986.74237251,2024-10-30 21:37:35.237720
0.9985502984638027,-3999999.0014497014,-79999980.02899402,2024-10-30 21:37:35.346550
0.8146431973858028,-3999999.185356803,-79999983.70713605,2024-10-30 21:37:35.456581
0.35432322641080305,-3999999.6456767735,-79999992.91353546,2024-10-30 21:37:35.565158
-0.3293699322389872,-4000000.3293699324,-80000006.58739865,2024-10-30 21:37:35.676524
-0.844083308056311,-4000000.8440833082,-80000016.88166615,2024-10-30 21:37:35.786493
-0.9783545859520176,-4000000.978354586,-80000019.56709172,2024-10-30 21:37:35.894631
-0.635654648508973,-4000000.6356546483,-80000012.71309297,2024-10-30 21:37:36.005819
-0.007226424721018584,-4000000.0072264248,-80000000.1445285,2024-10-30 21:37:36.114994
0.5479529568996642,-3999999.452047043,-79999989.04094085,2024-10-30 21:37:36.222800
0.9800391414164588,-3999999.0199608584,-79999980.39921716,2024-10-30 21:37:36.331466
0.9270174195448836,-3999999.0729825804,-79999981.4596516,2024-10-30 21:37:36.443500
0.3870456541340786,-3999999.612954346,-79999992.25908692,2024-10-30 21:37:36.550011
-0.17944965838265076,-4000000.1794496584,-80000003.58899316,2024-10-30 21:37:36.660544
-0.8215972774716656,-4000000.8215972777,-80000016.43194555,2024-10-30 21:37:36.768999
-0.9963587369427649,-4000000.996358737,-80000019.92717473,2024-10-30 21:37:36.877418
-0.7885076865234206,-4000000.7885076865,-80000015.77015373,2024-10-30 21:37:36.987633
-0.13352522396648273,-4000000.133525224,-80000002.67050448,2024-10-30 21:37:37.096390
0.5996338884568694,-3999999.4003661117,-79999988.00732222,2024-10-30 21:37:37.205906
0.9364455205652604,-3999999.0635544793,-79999981.27108958,2024-10-30 21:37:37.316973
0.9485618241804423,-3999999.0514381756,-79999981.0287635,2024-10-30 21:37:37.427012
0.4515050310781584,-3999999.548494969,-79999990.96989937,2024-10-30 21:37:37.535709
-0.1117452225654532,-4000000.1117452225,-80000002.23490444,2024-10-30 21:37:37.644409
-0.7735461685794343,-4000000.7735461686,-80000015.47092336,2024-10-30 21:37:37.752716
-0.9947530485050506,-4000000.9947530483,-80000019.89506096,2024-10-30 21:37:37.862032
-0.7809702524654042,-4000000.7809702526,-80000015.61940505,2024-10-30 21:37:37.976180
-0.22056116185372193,-4000000.2205611616,-80000004.41122323,2024-10-30 21:37:38.084105
0.36104083726197694,-3999999.638959163,-79999992.77918325,2024-10-30 21:37:38.189691
0.9143317338980819,-3999999.0856682663,-79999981.71336532,2024-10-30 21:37:38.300388
0.9653229115463656,-3999999.0346770883,-79999980.69354177,2024-10-30 21:37:38.411064
0.6593375556943937,-3999999.3406624445,-79999986.81324889,2024-10-30 21:37:38.518449
-0.0628921243034491,-4000000.0628921245,-80000001.25784248,2024-10-30 21:37:38.628393
-0.7385036271457741,-4000000.738503627,-80000014.77007253,2024-10-30 21:37:38.737627
-0.9861413350825382,-4000000.986141335,-80000019.7228267,2024-10-30 21:37:38.847070
-0.8220112401135192,-4000000.8220112403,-80000016.4402248,2024-10-30 21:37:38.958459
-0.2821232306445463,-4000000.282123231,-80000005.64246461,2024-10-30 21:37:39.067684
0.3885217376625777,-3999999.611478262,-79999992.22956523,2024-10-30 21:37:39.176734
0.8300821501551428,-3999999.16991785,-79999983.39835699,2024-10-30 21:37:39.285346
0.9964666186019593,-3999999.0035333815,-79999980.07066762,2024-10-30 21:37:39.392825
0.5806359046067415,-3999999.419364095,-79999988.3872819,2024-10-30 21:37:39.505924
0.03864249780372581,-3999999.9613575023,-79999999.22715004,2024-10-30 21:37:39.612899
-0.6054621606339438,-4000000.6054621604,-80000012.1092432,2024-10-30 21:37:39.721922
-0.9460130154661066,-4000000.9460130157,-80000018.92026031,2024-10-30 21:37:39.830596
-0.4169538451014254,-4000000.416953845,-80000008.33907689,2024-10-30 21:37:40.051022
0.24330421524100526,-3999999.7566957846,-79999995.1339157,2024-10-30 21:37:40.160425
0.7977667211281335,-3999999.2022332787,-79999984.04466558,2024-10-30 21:37:40.270226
0.999708663055125,-3999999.000291337,-79999980.00582673,2024-10-30 21:37:40.381811
0.08148766348170562,-3999999.9185123364,-79999998.37024672,2024-10-30 21:37:40.600445
-0.4816035955108723,-4000000.4816035954,-80000009.6320719,2024-10-30 21:37:40.706699
-0.9268842173877513,-4000000.926884217,-80000018.53768434,2024-10-30 21:37:40.817984
-0.9507417971704332,-4000000.950741797,-80000019.01483594,2024-10-30 21:37:40.925637
-0.541102778895826,-4000000.541102779,-80000010.82205558,2024-10-30 21:37:41.038567
0.1100405595830067,-3999999.8899594406,-79999997.79918881,2024-10-30 21:37:41.147260
0.9950975586948299,-3999999.0049024415,-79999980.09804882,2024-10-30 21:37:41.362957
0.8306489315025756,-3999999.1693510683,-79999983.38702136,2024-10-30 21:37:41.471012
0.29373756967910336,-3999999.70626243,-79999994.1252486,2024-10-30 21:37:41.582650
-0.3763135600358206,-4000000.37631356,-80000007.5262712,2024-10-30 21:37:41.694695
-0.916125030926474,-4000000.9161250307,-80000018.32250062,2024-10-30 21:37:41.800641
-0.9843561227060482,-4000000.9843561226,-80000019.68712245,2024-10-30 21:37:41.910791
-0.6508102901139046,-4000000.65081029,-80000013.0162058,2024-10-30 21:37:42.018199
0.06858576268624512,-3999999.9314142372,-79999998.62828474,2024-10-30 21:37:42.128717
0.7439336462757441,-3999999.2560663535,-79999985.12132707,2024-10-30 21:37:42.237267
0.9897967161120571,-3999999.0102032837,-79999980.20406567,2024-10-30 21:37:42.348068
0.8009458550427533,-3999999.199054145,-79999983.98108289,2024-10-30 21:37:42.455608
0.2446698052357648,-3999999.7553301947,-79999995.10660389,2024-10-30 21:37:42.566497
-0.3428042616167595,-4000000.3428042615,-80000006.85608523,2024-10-30 21:37:42.677839
-0.8549646252141209,-4000000.854964625,-80000017.0992925,2024-10-30 21:37:42.787800
-0.9754032039289974,-4000000.975403204,-80000019.50806408,2024-10-30 21:37:42.898952
-0.08989797561402903,-4000000.089897976,-80000001.7979595,2024-10-30 21:37:43.115812
0.6374188648623648,-3999999.3625811352,-79999987.2516227,2024-10-30 21:37:43.223165
0.9798540734844239,-3999999.0201459266,-79999980.40291853,2024-10-30 21:37:43.333429
0.8860239716312672,-3999999.1139760283,-79999982.27952056,2024-10-30 21:37:43.438681
0.4000374957182892,-3999999.599962504,-79999991.99925008,2024-10-30 21:37:43.552039
-0.26534235672381185,-4000000.2653423566,-80000005.30684713,2024-10-30 21:37:43.661499
-0.9978183342232596,-4000000.997818334,-80000019.95636667,2024-10-30 21:37:43.879771
-0.7326909747464327,-4000000.7326909746,-80000014.65381949,2024-10-30 21:37:43.987831
-0.13544160960362409,-4000000.1354416097,-80000002.70883219,2024-10-30 21:37:44.097353
0.6007709752487956,-3999999.3992290245,-79999987.98458049,2024-10-30 21:37:44.204802
0.9409876496066657,-3999999.05901235,-79999981.180247,2024-10-30 21:37:44.315723
0.43020748136058956,-3999999.569792519,-79999991.39585038,2024-10-30 21:37:44.533453
-0.13171674298475428,-4000000.131716743,-80000002.63433486,2024-10-30 21:37:44.643127
-0.7930894106374121,-4000000.7930894108,-80000015.86178821,2024-10-30 21:37:44.754807
-0.9976492293836017,-4000000.9976492296,-80000019.95298459,2024-10-30 21:37:44.862624
-0.8202662563143911,-4000000.820266256,-80000016.40532511,2024-10-30 21:37:44.972725
-0.18296772419884177,-4000000.1829677243,-80000003.65935448,2024-10-30 21:37:45.082680
0.3874945218496845,-3999999.6125054783,-79999992.25010957,2024-10-30 21:37:45.191535
0.8811277012242332,-3999999.118872299,-79999982.37744597,2024-10-30 21:37:45.299608
0.9817382897856792,-3999999.01826171,-79999980.3652342,2024-10-30 21:37:45.410085
0.6480501773671224,-3999999.3519498226,-79999987.03899644,2024-10-30 21:37:45.521656
-0.07778435508451302,-4000000.0777843553,-80000001.5556871,2024-10-30 21:37:45.629045
-0.6920339774385019,-4000000.6920339772,-80000013.84067954,2024-10-30 21:37:45.738766
-0.9751735127472257,-4000000.975173513,-80000019.50347026,2024-10-30 21:37:45.848497
-0.7867715469085459,-4000000.786771547,-80000015.73543094,2024-10-30 21:37:45.959108
-0.3201577677979931,-4000000.3201577677,-80000006.40315536,2024-10-30 21:37:46.065523
0.42697405278931677,-3999999.5730259474,-79999991.46051894,2024-10-30 21:37:46.174680
0.8493640453237487,-3999999.1506359545,-79999983.01271908,2024-10-30 21:37:46.286742
0.9917287996475093,-3999999.0082712006,-79999980.165424,2024-10-30 21:37:46.392952
0.6188118022144047,-3999999.381188198,-79999987.62376395,2024-10-30 21:37:46.502549
0.08208188134941832,-3999999.9179181186,-79999998.35836236,2024-10-30 21:37:46.614859
-0.6495765306107465,-4000000.649576531,-80000012.99153061,2024-10-30 21:37:46.724879
-0.9835765495643314,-4000000.9835765497,-80000019.67153099,2024-10-30 21:37:46.832167
-0.91858301060182,-4000000.918583011,-80000018.37166022,2024-10-30 21:37:46.943450
-0.4558624205325954,-4000000.4558624206,-80000009.1172484,2024-10-30 21:37:47.050173
0.20440372170522647,-3999999.7955962783,-79999995.91192555,2024-10-30 21:37:47.161037
0.833876965829769,-3999999.166123034,-79999983.32246068,2024-10-30 21:37:47.271433
0.9944983927357067,-3999999.0055016074,-79999980.11003214,2024-10-30 21:37:47.378821
0.766821702536468,-3999999.2331782975,-79999984.66356595,2024-10-30 21:37:47.489653
0.09133911682373203,-3999999.908660883,-79999998.17321765,2024-10-30 21:37:47.599578
-0.5487772397265951,-4000000.54877724,-80000010.9755448,2024-10-30 21:37:47.705710
